RLC1 EMBEDDED CONSTANTS AUDIT — score_claim=false
Scope: every numeric literal in the six changed receiver source files (all lines, including inherited portions). Archive bytes are counted, not code.
Content-selected config is exactly19 bytes: class=1; low=128; high=320; history=16; priorDen=4; minCount=4; residualMax=36; slopeMax=2; widthDen=2; widthMultiplier=3; spanMax=24; bins=0,1,2,4,8,16. It is loaded from RLC1 rider bytes45..63. Forty signed fitted weights occupy bytes5..44; version is byte4. Native sees parsed config only. No TC4 class/map selectors are present in this candidate.
A source literal can equal a selected value without supplying it: e.g.255 is uint8 bound;2 is proven slope-domain ceiling, while the actual slope comes from cfg[7]. Those constants enforce arithmetic safety and cannot reconstruct a selected geometry choice.
New generic arithmetic predeclared before pricing: public shape384x512/K5; HPAC64-cell slots and190 groups; six moment coordinates; Q16=65536; integer root's2-bit shifts, nearest-even half/unit, int64/int128 bounds; binary packing offsets and format/version tags. C cfg indices0..16 label serialized fields, never values.
Inherited literals: exact same source line occurs in move40's same relative file. Their provenance is the immutable move40 format/receiver, with its compliance adjudication by MAIN; no claim of freshly auditing all inherited mechanisms. Inherited mixer lines map to tc3 adaptive receiver algorithm (KT half-count smoothing, ratio clip1/16..16, fixed-log arithmetic, weights/state dimensions); its fitted weights stay counted.
Pins in inflate.py are non-reconstructive archive identity metadata. Proof BLAS1/4 and advisory mode are environmental test controls; normal runtime remains CUDA/T4-declared.
No scorer, GT, source-video, absolute external imports, learned table or per-frame content is added to receiver code. All data-derived scalars are in archive.zip.

LITERAL CENSUS
inflate.py:19 literal=180173 | GENERIC archive integrity pin or explicit proof/device/thread control | ARCHIVE_BYTES = 180173
experiments/ddm_rlc1_public.py:111 literal=3 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if used + required > 8 * 1024**3 or shutil.disk_usage(ROOT).free < required + 16 * 1024**3:
experiments/ddm_rlc1_public.py:111 literal=8 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if used + required > 8 * 1024**3 or shutil.disk_usage(ROOT).free < required + 16 * 1024**3:
experiments/ddm_rlc1_public.py:182 literal=600 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if args.stop_after < 600 and (work / "frame_checkpoints/LATEST.json").exists():
experiments/ddm_rlc1_public.py:196 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if len(reports) != 1:
experiments/ddm_rlc1_public.py:198 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | report = reports[0]
experiments/ddm_rlc1_public.py:211 literal=600 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | or report["pair_count"] != 600
experiments/ddm_rlc1_public.py:222 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | "checkpoint_resumed_from_frame": report["token_decoder"].get("checkpoint_resumed_from_frame", 0),
experiments/ddm_rlc1_public.py:223 literal=4 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | "cpu_threads": 4,
experiments/ddm_rlc1_public.py:225 literal=600 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | "frames": list(range(600)),
experiments/ddm_rlc1_reference.py:16 literal=384 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | H, W, K, SLOT_WIDTH = 384, 512, 5, 64
experiments/ddm_rlc1_reference.py:16 literal=5 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | H, W, K, SLOT_WIDTH = 384, 512, 5, 64
experiments/ddm_rlc1_reference.py:16 literal=512 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | H, W, K, SLOT_WIDTH = 384, 512, 5, 64
experiments/ddm_rlc1_reference.py:16 literal=64 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | H, W, K, SLOT_WIDTH = 384, 512, 5, 64
experiments/ddm_rlc1_reference.py:18 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | Q = 1 << 16
experiments/ddm_rlc1_reference.py:18 literal=16 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | Q = 1 << 16
experiments/ddm_rlc1_reference.py:21 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | GROUP = X % SLOT_WIDTH + 2 * (Y % SLOT_WIDTH)
experiments/ddm_rlc1_reference.py:22 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | POSITIONS = tuple(np.flatnonzero(GROUP.ravel() == g) for g in range(3 * SLOT_WIDTH - 2))
experiments/ddm_rlc1_reference.py:22 literal=3 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | POSITIONS = tuple(np.flatnonzero(GROUP.ravel() == g) for g in range(3 * SLOT_WIDTH - 2))
experiments/ddm_rlc1_reference.py:48 literal=11 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | result = cls(*values[:11], tuple(values[11:]))
experiments/ddm_rlc1_reference.py:48 literal=11 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | result = cls(*values[:11], tuple(values[11:]))
experiments/ddm_rlc1_reference.py:54 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if not 0 <= self.class_id < K or not 0 <= self.row_start < self.row_end <= H:
experiments/ddm_rlc1_reference.py:54 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if not 0 <= self.class_id < K or not 0 <= self.row_start < self.row_end <= H:
experiments/ddm_rlc1_reference.py:56 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if not 1 <= self.window <= SLOT_WIDTH or not 1 <= self.prior_den <= 16:
experiments/ddm_rlc1_reference.py:56 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if not 1 <= self.window <= SLOT_WIDTH or not 1 <= self.prior_den <= 16:
experiments/ddm_rlc1_reference.py:56 literal=16 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if not 1 <= self.window <= SLOT_WIDTH or not 1 <= self.prior_den <= 16:
experiments/ddm_rlc1_reference.py:58 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if not 1 <= self.width_den <= 255 or not 1 <= self.min_count <= 255:
experiments/ddm_rlc1_reference.py:58 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if not 1 <= self.width_den <= 255 or not 1 <= self.min_count <= 255:
experiments/ddm_rlc1_reference.py:58 literal=255 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if not 1 <= self.width_den <= 255 or not 1 <= self.min_count <= 255:
experiments/ddm_rlc1_reference.py:58 literal=255 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if not 1 <= self.width_den <= 255 or not 1 <= self.min_count <= 255:
experiments/ddm_rlc1_reference.py:60 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if any(not 0 <= v <= 255 for v in (self.residual_max, self.slope_max, self.width_mult, self.wide_max)):
experiments/ddm_rlc1_reference.py:60 literal=255 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if any(not 0 <= v <= 255 for v in (self.residual_max, self.slope_max, self.width_mult, self.wide_max)):
experiments/ddm_rlc1_reference.py:62 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if len(self.bins) != 6 or any(not 0 <= v <= 255 for v in self.bins):
experiments/ddm_rlc1_reference.py:62 literal=255 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if len(self.bins) != 6 or any(not 0 <= v <= 255 for v in self.bins):
experiments/ddm_rlc1_reference.py:62 literal=6 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if len(self.bins) != 6 or any(not 0 <= v <= 255 for v in self.bins):
experiments/ddm_rlc1_reference.py:64 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if any(a >= b for a, b in zip(self.bins[:-1], self.bins[1:], strict=True)):
experiments/ddm_rlc1_reference.py:64 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if any(a >= b for a, b in zip(self.bins[:-1], self.bins[1:], strict=True)):
experiments/ddm_rlc1_reference.py:71 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | return quotient + (2 * remainder > Q or (2 * remainder == Q and quotient % 2 != 0))
experiments/ddm_rlc1_reference.py:71 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | return quotient + (2 * remainder > Q or (2 * remainder == Q and quotient % 2 != 0))
experiments/ddm_rlc1_reference.py:71 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | return quotient + (2 * remainder > Q or (2 * remainder == Q and quotient % 2 != 0))
experiments/ddm_rlc1_reference.py:71 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | return quotient + (2 * remainder > Q or (2 * remainder == Q and quotient % 2 != 0))
experiments/ddm_rlc1_reference.py:80 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if d <= 0:
experiments/ddm_rlc1_reference.py:91 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | width = math.isqrt((config.width_mult * max(r, 0) * Q * Q) // denominator)
experiments/ddm_rlc1_reference.py:97 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | prefix = np.concatenate((np.zeros_like(values[:, :1]), np.cumsum(values, axis=1, dtype=np.int64)), axis=1)
experiments/ddm_rlc1_reference.py:97 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | prefix = np.concatenate((np.zeros_like(values[:, :1]), np.cumsum(values, axis=1, dtype=np.int64)), axis=1)
experiments/ddm_rlc1_reference.py:97 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | prefix = np.concatenate((np.zeros_like(values[:, :1]), np.cumsum(values, axis=1, dtype=np.int64)), axis=1)
